reviewerID,asin,overall,reviewText
A11QGZ39A7ZF0X,B01DLR9IDI,5,"The eye cream I was using before had helped reduced my wrinkles a lot, and this one is keeping up the job. Although none of the eye cream I've used before was helping with dark circles, but this ones is doing the trick! Very happy so far!"
A11QGZ39A7ZF0X,B01DLR9IDI,5,I have tried a lot of eye creams and gels but I really love this one! I can't go a day without it! Love it 
A11QGZ39A7ZF0X,B01DLR9IDI,5,"I have seen a dramatic reduction in the fine lines around my eyes, very happy with this cream"
A11QGZ39A7ZF0X,B01DLR9IDI,5,Love the product. OMG my husband even noticed my eyes looking better!!!
A1210QJT54O8T0,B00W259T7G,5,"I absolutely loved the Pre de Provence soaps, no matter what fragrance I get. The soap leaves your skin feeling soft, fresh and clean. I highly recommend these soaps to everyone."
A1210QJT54O8T0,B00W259T7G,5,These soaps are wonderful. They leave your skin feeling so clean yet not dry. I really love using them. This one is good smelling.
A1210QJT54O8T0,B00W259T7G,5,These soaps are wonderful. They leave your skin feeling so clean yet not dry. I really do love using them.
A1210QJT54O8T0,B00W259T7G,5,These soaps are wonderful. They leave your skin feeling so clean yet not dry. I really do love using them. This one smells really good.
A1210QJT54O8T0,B00W259T7G,5,"I have used these soaps for years and I still love them. The huge bars last for months. They make my skin feel so clean and smelling very nice. I will continue to buy them for as long as they are sold. There are many fragrances and they all smell good and clean the same so it doesn't matter what flavor you get, you will love the soap."
A121C9UWQFW5W6,B00CQ0LN80,5,Just what I wanted and it arrived early
A121C9UWQFW5W6,B000URXP6E,5,Just what I wanted and it arrived early
A121C9UWQFW5W6,B0012Y0ZG2,5,Just what I wanted and it arrived early
A121C9UWQFW5W6,B0012Y0ZG2,5,Just what I wanted and it arrived early
A125PSVY71Q7KZ,B001OHV1H4,5,It's great! Packaged right no dents on the box (container) it came with. Love the product been using it for years... Will order again from this store.
A125PSVY71Q7KZ,B0012Y0ZG2,5,It's great! Packaged right no dents on the box (container) it came with. Love the product been using it for years... Will order again from this store.
A125PSVY71Q7KZ,B00006L9LC,5,It's great! Packaged right no dents on the box (container) it came with. Love the product been using it for years... Will order again from this store.
A125PSVY71Q7KZ,B0012Y0ZG2,5,It's great! Packaged right no dents on the box (container) it came with. Love the product been using it for years... Will order again from this store.
A125TMC44CJBKK,B001OHV1H4,5,All time favorite!!!! Wish they still carried this!!!
A125TMC44CJBKK,B0012Y0ZG2,5,All time favorite!!!! Wish they still carried this!!!
A125TMC44CJBKK,B00006L9LC,5,All time favorite!!!! Wish they still carried this!!!
A125TMC44CJBKK,B0012Y0ZG2,5,All time favorite!!!! Wish they still carried this!!!
A12B5Y225ADJWE,B001OHV1H4,5,My favorite color:) a nice brown with some sparkles. I would recommend to a friend any day of the week!!!
A12B5Y225ADJWE,B0012Y0ZG2,5,My favorite color:) a nice brown with some sparkles. I would recommend to a friend any day of the week!!!
A12B5Y225ADJWE,B00006L9LC,5,My favorite color:) a nice brown with some sparkles. I would recommend to a friend any day of the week!!!
A12B5Y225ADJWE,B0012Y0ZG2,5,My favorite color:) a nice brown with some sparkles. I would recommend to a friend any day of the week!!!
A12BLGAAZBUU96,B001OHV1H4,5,Great price and very easy doing business with Amazon.
A12BLGAAZBUU96,B0012Y0ZG2,5,Great price and very easy doing business with Amazon.
A12BLGAAZBUU96,B00006L9LC,5,Great price and very easy doing business with Amazon.
A12BLGAAZBUU96,B0012Y0ZG2,5,Great price and very easy doing business with Amazon.
A12HTKLZWLEAF5,B001OHV1H4,5,I have an Airbnb.  This is perfect for guests.  The price is right and I can provide shampoo with little waist.  I appreciate this product
A12HTKLZWLEAF5,B0012Y0ZG2,5,I have an Airbnb.  This is perfect for guests.  The price is right and I can provide shampoo with little waist.  I appreciate this product
A12HTKLZWLEAF5,B00006L9LC,5,I have an Airbnb.  This is perfect for guests.  The price is right and I can provide shampoo with little waist.  I appreciate this product
A12HTKLZWLEAF5,B0012Y0ZG2,5,I have an Airbnb.  This is perfect for guests.  The price is right and I can provide shampoo with little waist.  I appreciate this product
A12HWYJ6G58FGV,B0012Y0ZG2,5,"Smells good, I don't have to go to the store. Yay!"
A12HWYJ6G58FGV,B000URXP6E,5,"Smells good, I don't have to go to the store. Yay!"
A12HWYJ6G58FGV,B0009RF9DW,5,"Smells good, I don't have to go to the store. Yay!"
A12HWYJ6G58FGV,B0012Y0ZG2,5,"Smells good, I don't have to go to the store. Yay!"
A12I397MEWA1VB,B001OHV1H4,5,Excellent product.
A12I397MEWA1VB,B0012Y0ZG2,5,Excellent product.
A12I397MEWA1VB,B00006L9LC,5,Excellent product.
A12I397MEWA1VB,B0012Y0ZG2,5,Excellent product.
A12X146LZM6KM0,B00HLXEXDO,5,"Great scent, and no sulfates."
A12X146LZM6KM0,B000URXP6E,5,"Great scent, and no sulfates."
A12X146LZM6KM0,B0012Y0ZG2,5,"Great scent, and no sulfates."
A12X146LZM6KM0,B0012Y0ZG2,5,"Great scent, and no sulfates."
A12X3J7IITW1J6,B0012Y0ZG2,5,"so i love every single Escada fragrance, the lotions, the body wash. THIS one is the one most people are like ""omg what is that smell?! IT SMELLS SO AMAZING!"" so i say yeah thats right, Escada has done it again. It is not too strong and stays on my skin for a good amount of time."
A12X3J7IITW1J6,B000URXP6E,5,"so i love every single Escada fragrance, the lotions, the body wash. THIS one is the one most people are like ""omg what is that smell?! IT SMELLS SO AMAZING!"" so i say yeah thats right, Escada has done it again. It is not too strong and stays on my skin for a good amount of time."
A12X3J7IITW1J6,B0009RF9DW,5,"so i love every single Escada fragrance, the lotions, the body wash. THIS one is the one most people are like ""omg what is that smell?! IT SMELLS SO AMAZING!"" so i say yeah thats right, Escada has done it again. It is not too strong and stays on my skin for a good amount of time."
A12X3J7IITW1J6,B0012Y0ZG2,5,"so i love every single Escada fragrance, the lotions, the body wash. THIS one is the one most people are like ""omg what is that smell?! IT SMELLS SO AMAZING!"" so i say yeah thats right, Escada has done it again. It is not too strong and stays on my skin for a good amount of time."
A132O42MLTHYSX,B001OHV1H4,4,"I would give it 5 stars but it is way over priced! My hair is looking better and seems to be healthier but I am using the Reflection Chroma Thermique also so who knows which one is working or if it is the combination..I won't pay that price again, if it were cheaper I would keep using it but I am not going to keep using it at that price..Now that my hair is in better shape I think it will be okay, I had damaged it using bleach.."
A132O42MLTHYSX,B0012Y0ZG2,4,"I would give it 5 stars but it is way over priced! My hair is looking better and seems to be healthier but I am using the Reflection Chroma Thermique also so who knows which one is working or if it is the combination..I won't pay that price again, if it were cheaper I would keep using it but I am not going to keep using it at that price..Now that my hair is in better shape I think it will be okay, I had damaged it using bleach.."
A132O42MLTHYSX,B00006L9LC,4,"I would give it 5 stars but it is way over priced! My hair is looking better and seems to be healthier but I am using the Reflection Chroma Thermique also so who knows which one is working or if it is the combination..I won't pay that price again, if it were cheaper I would keep using it but I am not going to keep using it at that price..Now that my hair is in better shape I think it will be okay, I had damaged it using bleach.."
A132O42MLTHYSX,B0012Y0ZG2,4,"I would give it 5 stars but it is way over priced! My hair is looking better and seems to be healthier but I am using the Reflection Chroma Thermique also so who knows which one is working or if it is the combination..I won't pay that price again, if it were cheaper I would keep using it but I am not going to keep using it at that price..Now that my hair is in better shape I think it will be okay, I had damaged it using bleach.."
A13B2J5IBGS8Y2,B0012Y0ZG2,5,Love this-but believe it is no longer available!! Thymes-BRING IT BACK PLEASE!!!
A13B2J5IBGS8Y2,B000URXP6E,5,Love this-but believe it is no longer available!! Thymes-BRING IT BACK PLEASE!!!
A13B2J5IBGS8Y2,B0009RF9DW,5,Love this-but believe it is no longer available!! Thymes-BRING IT BACK PLEASE!!!
A13B2J5IBGS8Y2,B0012Y0ZG2,5,Love this-but believe it is no longer available!! Thymes-BRING IT BACK PLEASE!!!
A13PKMKQ0177SH,B001OHV1H4,5,I have been wearing this fragrance for years and the body cream luxurios. In fact I wear it alone for a longer lasting and subtle effect.
A13PKMKQ0177SH,B0012Y0ZG2,5,I have been wearing this fragrance for years and the body cream luxurios. In fact I wear it alone for a longer lasting and subtle effect.
A13PKMKQ0177SH,B00006L9LC,5,I have been wearing this fragrance for years and the body cream luxurios. In fact I wear it alone for a longer lasting and subtle effect.
A13PKMKQ0177SH,B0012Y0ZG2,5,I have been wearing this fragrance for years and the body cream luxurios. In fact I wear it alone for a longer lasting and subtle effect.
A149WHPACMTSLO,B0012Y0ZG2,5,"It was what my 16 year old grandson wanted,because he can not fine it in the stores. Please bring it
back to walmart."
A149WHPACMTSLO,B000URXP6E,5,"It was what my 16 year old grandson wanted,because he can not fine it in the stores. Please bring it
back to walmart."
A149WHPACMTSLO,B0009RF9DW,5,"It was what my 16 year old grandson wanted,because he can not fine it in the stores. Please bring it
back to walmart."
A149WHPACMTSLO,B0012Y0ZG2,5,"It was what my 16 year old grandson wanted,because he can not fine it in the stores. Please bring it
back to walmart."
A14BV6AW987ZDN,B0012Y0ZG2,5,Good deal
A14BV6AW987ZDN,B000URXP6E,5,Good deal
A14BV6AW987ZDN,B0009RF9DW,5,Good deal
A14BV6AW987ZDN,B0012Y0ZG2,5,Good deal
A14QBW6X0Q1YSD,B001OHV1H4,5,"Love  the scent and it work better than any other mousse I have used. it makes my hair look natural, not stiff. My hair is shinier and fuller. Great stuff."
A14QBW6X0Q1YSD,B0012Y0ZG2,5,"Love  the scent and it work better than any other mousse I have used. it makes my hair look natural, not stiff. My hair is shinier and fuller. Great stuff."
A14QBW6X0Q1YSD,B00006L9LC,5,"Love  the scent and it work better than any other mousse I have used. it makes my hair look natural, not stiff. My hair is shinier and fuller. Great stuff."
A14QBW6X0Q1YSD,B0012Y0ZG2,5,"Love  the scent and it work better than any other mousse I have used. it makes my hair look natural, not stiff. My hair is shinier and fuller. Great stuff."
A14R11HV2H7AVW,B001OHV1H4,5,Also a very good product
A14R11HV2H7AVW,B0012Y0ZG2,5,Also a very good product
A14R11HV2H7AVW,B00006L9LC,5,Also a very good product
A14R11HV2H7AVW,B0012Y0ZG2,5,Also a very good product
A14SJT4M0BP298,B0012Y0ZG2,5,Great product for relaxing!
A14SJT4M0BP298,B000URXP6E,5,Great product for relaxing!
A14SJT4M0BP298,B0009RF9DW,5,Great product for relaxing!
A14SJT4M0BP298,B0012Y0ZG2,5,Great product for relaxing!
A14Y0FPHPBKBAF,B0012Y0ZG2,5,"I love this body wash! It's smells like something delicious, but tastes a little funny. It's also great for pulling pranks on your friends because the body wash looks just like blood!!! Highly recommend this product."
A14Y0FPHPBKBAF,B000URXP6E,5,"I love this body wash! It's smells like something delicious, but tastes a little funny. It's also great for pulling pranks on your friends because the body wash looks just like blood!!! Highly recommend this product."
A14Y0FPHPBKBAF,B0009RF9DW,5,"I love this body wash! It's smells like something delicious, but tastes a little funny. It's also great for pulling pranks on your friends because the body wash looks just like blood!!! Highly recommend this product."
A14Y0FPHPBKBAF,B0012Y0ZG2,5,"I love this body wash! It's smells like something delicious, but tastes a little funny. It's also great for pulling pranks on your friends because the body wash looks just like blood!!! Highly recommend this product."
A14YENXHLKG9WL,B0012Y0ZG2,5,"this is getting hard  to find.  don't know why -- it's one  of the best scents  for summer that we have ever discovered.  we have the lotion, the wash, and the cologne."
A14YENXHLKG9WL,B000URXP6E,5,"this is getting hard  to find.  don't know why -- it's one  of the best scents  for summer that we have ever discovered.  we have the lotion, the wash, and the cologne."
A14YENXHLKG9WL,B0009RF9DW,5,"this is getting hard  to find.  don't know why -- it's one  of the best scents  for summer that we have ever discovered.  we have the lotion, the wash, and the cologne."
A14YENXHLKG9WL,B0012Y0ZG2,5,"this is getting hard  to find.  don't know why -- it's one  of the best scents  for summer that we have ever discovered.  we have the lotion, the wash, and the cologne."
A150XCEZV6KF5G,B0012Y0ZG2,5,"I love the smell and the product. I usually use it when I go on trip. My problem with this product it isn't easy to find :(
I wish lots of people use it so it will become more popular in the market. I'd definitely recommend it to my friends;)"
A150XCEZV6KF5G,B000URXP6E,5,"I love the smell and the product. I usually use it when I go on trip. My problem with this product it isn't easy to find :(
I wish lots of people use it so it will become more popular in the market. I'd definitely recommend it to my friends;)"
A150XCEZV6KF5G,B0009RF9DW,5,"I love the smell and the product. I usually use it when I go on trip. My problem with this product it isn't easy to find :(
I wish lots of people use it so it will become more popular in the market. I'd definitely recommend it to my friends;)"
A150XCEZV6KF5G,B0012Y0ZG2,5,"I love the smell and the product. I usually use it when I go on trip. My problem with this product it isn't easy to find :(
I wish lots of people use it so it will become more popular in the market. I'd definitely recommend it to my friends;)"
A153D6FAV4L389,B001OHV1H4,5,Good price.  Good product
A153D6FAV4L389,B0012Y0ZG2,5,Good price.  Good product
A153D6FAV4L389,B00006L9LC,5,Good price.  Good product
A153D6FAV4L389,B0012Y0ZG2,5,Good price.  Good product
A154MPHVRSZVQN,B001OHV1H4,5,"I have been using this shampoo  for years,  I  was first introduced to it in Madera in the early 90's and for  some years had them ship me the product until I found a way to order in the U.S.

  I am 74 years old and have very thick hair which most people my age would love to have as well as  a lot of young people, I believe using the right products may contribute to less hair loss.

I  have  been told you should not use the same shampoot all the time and switch every once in awhile and whenever I have tried other shampoos I immediately come back to  Kerastase.

 It is truly a wonderful shampoo"
A154MPHVRSZVQN,B0012Y0ZG2,5,"I have been using this shampoo  for years,  I  was first introduced to it in Madera in the early 90's and for  some years had them ship me the product until I found a way to order in the U.S.

  I am 74 years old and have very thick hair which most people my age would love to have as well as  a lot of young people, I believe using the right products may contribute to less hair loss.

I  have  been told you should not use the same shampoot all the time and switch every once in awhile and whenever I have tried other shampoos I immediately come back to  Kerastase.

 It is truly a wonderful shampoo"
A154MPHVRSZVQN,B00006L9LC,5,"I have been using this shampoo  for years,  I  was first introduced to it in Madera in the early 90's and for  some years had them ship me the product until I found a way to order in the U.S.

  I am 74 years old and have very thick hair which most people my age would love to have as well as  a lot of young people, I believe using the right products may contribute to less hair loss.

I  have  been told you should not use the same shampoot all the time and switch every once in awhile and whenever I have tried other shampoos I immediately come back to  Kerastase.

 It is truly a wonderful shampoo"
A154MPHVRSZVQN,B0012Y0ZG2,5,"I have been using this shampoo  for years,  I  was first introduced to it in Madera in the early 90's and for  some years had them ship me the product until I found a way to order in the U.S.

  I am 74 years old and have very thick hair which most people my age would love to have as well as  a lot of young people, I believe using the right products may contribute to less hair loss.

I  have  been told you should not use the same shampoot all the time and switch every once in awhile and whenever I have tried other shampoos I immediately come back to  Kerastase.

 It is truly a wonderful shampoo"
A156IOMOA59X7N,B00CQ0LN80,5,I always use this so was as expected
A156IOMOA59X7N,B000URXP6E,5,I always use this so was as expected
A156IOMOA59X7N,B0012Y0ZG2,5,I always use this so was as expected
A156IOMOA59X7N,B0012Y0ZG2,5,I always use this so was as expected
A1577W1CXJ2WI9,B0012Y0ZG2,5,Luv it!
A1577W1CXJ2WI9,B000URXP6E,5,Luv it!
A1577W1CXJ2WI9,B0009RF9DW,5,Luv it!
A1577W1CXJ2WI9,B0012Y0ZG2,5,Luv it!
A157AUOFPJQ46Q,B001E5PLCM,4,I like it and it smells good but the scent doesn't last long at all.
A157AUOFPJQ46Q,B000X7ST9Y,5,I don't understand the bad reviews because this is an excellent body wash and it smells nice and subtle. The first time I used this body wash it became one of my favorites. The ingredients are top notch and it makes your skin feel excellent afterwards.
A157AUOFPJQ46Q,B0009RF9DW,5,"This body wash is expensive because it's hard to find in a lot of places. I was lucky enough to find a few bottle at a retailer near me. This is a great body wash it lathers and cleans well and doesn't seem to drying, it leaves a nice cologne like sent on your skin."
A157AUOFPJQ46Q,B000X7ST9Y,5,I don't understand the bad reviews because this is an excellent body wash and it smells nice and subtle. The first time I used this body wash it became one of my favorites. The ingredients are top notch and it makes your skin feel excellent afterwards.
A15IDG691XH2XI,B0012Y0ZG2,5,If you love Halloween and candy corn you are going to go nuts for this!!! I live it and use this all year round! Thanks philosophy for this great irem
A15IDG691XH2XI,B000URXP6E,5,If you love Halloween and candy corn you are going to go nuts for this!!! I live it and use this all year round! Thanks philosophy for this great irem
A15IDG691XH2XI,B0009RF9DW,5,If you love Halloween and candy corn you are going to go nuts for this!!! I live it and use this all year round! Thanks philosophy for this great irem
A15IDG691XH2XI,B0012Y0ZG2,5,If you love Halloween and candy corn you are going to go nuts for this!!! I live it and use this all year round! Thanks philosophy for this great irem
A15IKO3Q6RSA1V,B001OHV1H4,5,Great product
A15IKO3Q6RSA1V,B0012Y0ZG2,5,Great product
A15IKO3Q6RSA1V,B00006L9LC,5,Great product
A15IKO3Q6RSA1V,B0012Y0ZG2,5,Great product
A15NM9DLEOB4XI,B001OHV1H4,5,I really like the way this product  enhances my hair's natural curl without being sticky.  Lightweight and non-greasy.
A15NM9DLEOB4XI,B0012Y0ZG2,5,I really like the way this product  enhances my hair's natural curl without being sticky.  Lightweight and non-greasy.
A15NM9DLEOB4XI,B00006L9LC,5,I really like the way this product  enhances my hair's natural curl without being sticky.  Lightweight and non-greasy.
A15NM9DLEOB4XI,B0012Y0ZG2,5,I really like the way this product  enhances my hair's natural curl without being sticky.  Lightweight and non-greasy.
A15T9G38F589KM,B019FWRG3C,3,"Smells good but doesn't contain any real lavender essential oil.  I also found it to be drying.  Soon as I dried off I could feel the skin on my legs tightening up.  Now, I use moisturizing creams, butters, lotions or oils everyday but I still don't want to use a drying body wash.  Why stress my skin unnecessarily?  For that reason, I wouldn't buy this again."
A15T9G38F589KM,B001LNODUS,3,"Smells good but doesn't contain any real lavender essential oil.  I also found it to be drying.  Soon as I dried off I could feel the skin on my legs tightening up.  Now, I use moisturizing creams, butters, lotions or oils everyday but I still don't want to use a drying body wash.  Why stress my skin unnecessarily?  For that reason, I wouldn't buy this again."
A15T9G38F589KM,B00W259T7G,4,"Love the scent of this very large bar.  It lathers well too but the dried botanicals can be too rough for sensitive skin.  When I lathered up with just bar in hand, I found it uncomfortably scratchy on my lower legs near my shins where there's not much fat or muscle.  When I used a wash cloth, nylon shower puff or a nylon soap bag I didn't notice any irritation.  So, for my sensitive skin, I would probably skip this bar."
A15T9G38F589KM,B00DY59MB6,4,This does the job at least as far as the bad breath goes (as for the other claims I'll have to take their word for it).  The one thing I didn't like about it is the way it makes my mouth feel when I use it.  It's like rinsing with hydrogen peroxide and it makes my mouth feel dry.  I usually rinse or drink some water afterwards to re-moisten my mouth.
A15TMUEDCVMOBF,B0012Y0ZG2,5,"This body wash is great. It lathers well and doesn't dry out my skin or irritate it in any way.  I am partial to the citrus scent, but I do like all the other ones I've tried too, eucalyptus, sage, and pepper. They all smell fresh and are not overpowering at all. I like that this product is natural."
A15TMUEDCVMOBF,B000URXP6E,5,"This body wash is great. It lathers well and doesn't dry out my skin or irritate it in any way.  I am partial to the citrus scent, but I do like all the other ones I've tried too, eucalyptus, sage, and pepper. They all smell fresh and are not overpowering at all. I like that this product is natural."
A15TMUEDCVMOBF,B0009RF9DW,5,"This body wash is great. It lathers well and doesn't dry out my skin or irritate it in any way.  I am partial to the citrus scent, but I do like all the other ones I've tried too, eucalyptus, sage, and pepper. They all smell fresh and are not overpowering at all. I like that this product is natural."
A15TMUEDCVMOBF,B0012Y0ZG2,5,"This body wash is great. It lathers well and doesn't dry out my skin or irritate it in any way.  I am partial to the citrus scent, but I do like all the other ones I've tried too, eucalyptus, sage, and pepper. They all smell fresh and are not overpowering at all. I like that this product is natural."
A15ZAILX1XGI0A,B001OHV1H4,5,My main powder brush now :D I like that it is a little more firm and voluminous than regular powder brushes. It helps with my application of powder. I love the slight angle it has and I can't say much else other than I love it!
A15ZAILX1XGI0A,B0012Y0ZG2,5,My main powder brush now :D I like that it is a little more firm and voluminous than regular powder brushes. It helps with my application of powder. I love the slight angle it has and I can't say much else other than I love it!
A15ZAILX1XGI0A,B00006L9LC,5,My main powder brush now :D I like that it is a little more firm and voluminous than regular powder brushes. It helps with my application of powder. I love the slight angle it has and I can't say much else other than I love it!
A15ZAILX1XGI0A,B0012Y0ZG2,5,My main powder brush now :D I like that it is a little more firm and voluminous than regular powder brushes. It helps with my application of powder. I love the slight angle it has and I can't say much else other than I love it!
A165FHUTQU6L2Z,B00JF2GVWK,5,Smells great and is as described
A165FHUTQU6L2Z,B0012Y0ZG2,5,Smells great and is as described
A165FHUTQU6L2Z,B001OHV1H4,5,Smells great and is as described
A165FHUTQU6L2Z,B0012Y0ZG2,5,Smells great and is as described
A173YMJ9XFVRSY,B00W259T7G,5,"The Linden soap is an absolute delight. OMG it smells so very good. Honestly I'm not really sure what Linden is, but oh, I so love this!
Quality of the soap is high, I find it more delicately scented and just a better quality soap than Lush soaps.
These soaps are great for home use, as a guesting gift, or anything really.
Five stars!"
A173YMJ9XFVRSY,B00L1I1VMG,5,"Great product. Will take a few weeks to see how it works, but I have sensitive teeth, and it hasn't made them worse, so fingers crossed. YMMV, of course."
A173YMJ9XFVRSY,B0010ZBORW,5,Great for an at home spa experience. I have dry heels and these moisturizing booties really helped. Five stars.
A173YMJ9XFVRSY,B00W259T7G,5,"This soap is great for those who are sensitive to fragrance.
I'm not sure it is UN scented, but it is certainly LIGHTLY scented.
Five stars."
A177B2VPWX4P55,B000URXP6E,5,"Glad to find this at such a cheap price, this is a family favorite scent. So yummy, but not over sweet. Refreshing fruity scent that doesn't smell too summery. The body shop shower gels do last a good while despite the smaller size from drugstore brands. My mom loves this scent in the handsoap and that's how I got hooked."
A177B2VPWX4P55,B0009RF9DW,5,"Umm smells yummy, fresh fruity not overly sweet, perfect for fall time. This is a very mild scrub good for daily use with nice creamy suds. The packaging is also beautiful :)"
A177B2VPWX4P55,B0012Y0ZG2,5,"Glad to find this at such a cheap price, this is a family favorite scent. So yummy, but not over sweet. Refreshing fruity scent that doesn't smell too summery. The body shop shower gels do last a good while despite the smaller size from drugstore brands. My mom loves this scent in the handsoap and that's how I got hooked."
A177B2VPWX4P55,B000FI4S1E,5,"Umm smells yummy, fresh fruity not overly sweet, perfect for fall time. This is a very mild scrub good for daily use with nice creamy suds. The packaging is also beautiful :)"
A177B2VPWX4P55,B0012Y0ZG2,5,"Glad to find this at such a cheap price, this is a family favorite scent. So yummy, but not over sweet. Refreshing fruity scent that doesn't smell too summery. The body shop shower gels do last a good while despite the smaller size from drugstore brands. My mom loves this scent in the handsoap and that's how I got hooked."
